emotion_category,has_price,has_info_gap,content_length,photo_quality_score,structured_content_flag,caption_text,image_count,tags,restaurant_name,cuisine_type,restaurant_popularity,novelty_score,raw_price,post_datetime,follower_count,like_count,save_count,comment_count,link,price_avg,price_level,content_length_bucket,engagement_score,is_high_engagement,like_rate,save_rate,comment_rate,weekday,is_weekend,image_count_bucket,image_density
Hybrid,0,0,430,3,1,下楼遛狗发现Southloop开了一家跟纽约Siam Thai同名的泰餐 一问还真的是纽约开过来的店🥹之前去纽约朋友带我去吃的时候就有被惊艳到 想不到现在开来芝加哥 还就在家楼下 装修的也好漂亮（图10）😍 🐷炙烤猪颈肉Grilled Pork Jowl 每次泰餐必点！！这家的多了炭火香 猪颈肉烤的巨香无比 肥瘦相间完全不会腻 搭配的料汁也很清新😋 🐮牛层塔牛肉 SPICY FILET MIGNON BASIL 我真是九层塔脑袋 这道菜巨下饭 除了basil的香气 里面还有bell pepper和小米辣🌶️配上小牛肉一吃一个不吱声 🦀西柚辣蟹肉沙拉SPICY POMELO CRAB SALAD 非常神奇的口感 西柚锅里超大颗 一口下去会在嘴巴里面爆汁 配上蟹肉酸甜鲜混在一起真的非常泰国了 之前从来没尝过这种搭配 属实是在猎奇捏🤪 🍍菠萝炒饭 Pineapple Fried Rice 炒饭锅气满满 端上桌的时候是放在一个大菠萝里面好好拍 黑虎虾也超大只 这个分量太大根本吃不完 带回家可以当下酒小夜宵🍻 🐔Beef Pad Kee Mao 也还不错 因为点了九层塔牛肉 我们就把牛肉换成了鸡 但是感觉还是牛肉的好吃 这家thai tea超好喝！！里面的冰不是冰块 而是小碎冰 好喝到是我路过会外带一杯的程度 目前还在试营业就被我发现了 下周不知道吃什么的时候有食堂噜,10,#芝加哥泰餐 #siamthai #芝加哥美食 #芝加哥探店 #芝加哥生活 #芝加哥周末 #美国留学 #记录吧就现在,Siam Thai,Thailand,2,1,nan,2025-03-02,31000,251,238,22,🇹🇭omg我在纽约最爱的泰餐开来芝加哥了！ - 小红书,,,long,0.016483870967741936,False,0.008096774193548387,0.00767741935483871,0.0007096774193548388,Sunday,True,medium,0.023255813953488372
Hybrid,1,1,621,3,1,"小台北是我芝加哥的食堂之一！物美价廉，而且啥都有，家常便饭不想开灶了就润来吃，门口就是🆓停车场。芝加哥的冬天简直太冷了🥶看到朋友ins story发了臭臭锅，没忍住第二天也屁颠屁颠来吃了冬日一口暖暖和和🥰 除了一人食，饭/菜/奶茶/小吃/甜点都有，盲点都不会错： 🌟台式臭臭锅 很扎实很满足的锅！两个人吃一个锅配米饭其实也够了！！除了很受欢迎的招牌麻辣臭臭锅（💰19.95），这次尝试整了一下韩式泡菜臭臭锅（💰21.95）其实不臭哈冬天就爱吃这一口汤锅，很暖和很上头，配料也很多。整完喝点点汤尊嘟很适合冬天❄️ 🌟三杯鸡 每次来都一定会点，好大一碗好多肉没有很多sauce但也很上头，腿肉很脱骨，也很扎实，咬一口外面有一点酥但里面又贼嫩。可惜不是能喝酒的日子，否则将强饮三大白！吃惯了dt快30🔪的价，遇到15.95🔪这个价可以直呼“what？” 🌟招牌紫菜肉松Q蛋仔 配的肉松紫菜，咸香至极，就很上头，一小块一小块掰开吃的，没忍住就吃完了🫣 除了这仨，一人食饭也很不戳！10🔪左右一人吃得舒舒服服的。日常爱【招牌卤肉饭💰6.95】，或者饿了一天的时候吃【牛丼饭💰14.95】，不然我吃不完奶茶盲点也不会错，这次点的【台北水果茶】和【白桃乌龙奶茶】也都不戳，白桃乌龙加了椰果就选了无糖，清香奶茶口感配饭我很喜欢。 每次走都会点🍙pick up外卖，份量也贼大，回去空气炸锅或者烤箱热一下【盐酥鸡💰10.36】香香脆脆的，这次还整了个【传统饭团💰5.56】，早上微波炉一热，健康方便好吃，紫米很香，配上入口即化的酥丝肉松，对我来说蛮大一个，一个顶饱一上午！🌟小台北Taipei Cafe 📍2609 S Halsted St, Chicago, IL 60608",15,#大声安利本地美食 #芝加哥美食 #芝加哥生活 #芝加哥探店 #芝加哥吃喝玩乐 #笔记灵感 #芝加哥 #芝加哥旅游美食攻略 #团仔带你吃喝玩乐 @薯队长 #留学美国,Taipei Cafe ,Chinese,3,1,"19.95,15.95,6.95,14.95,10.36,5.56",2024-12-05,1287,213,192,19,芝加哥｜一人食常驻，冬天食口太舒服 - 小红书,12.286666666666667,low,long,0.32944832944832947,False,0.1655011655011655,0.14918414918414918,0.014763014763014764,Thursday,False,large,0.024154589371980676
Hybrid,0,0,420,3,0,"前几天在chinatown买菜，感觉有点困，想来杯咖啡，发现附近有我标记了很久的一家咖啡屋，叫Stockyard Coffeehouse，距离中国车程不到十分钟，就决定来这里了。 店是小且casual的风格，很多都是住在附近的居民，虽然有排队，但基本做咖啡的速度也很快。去了之后发现店里最热门的就是抹茶和咖啡的flight，正好点了两份每种都尝尝。 ☕️抹茶的flight有南瓜horchata/ 焦糖苹果/奶油草莓/奶油香蕉口味。本身是很美国的口味，不过和抹茶的味道一结合，反而成为了清甜的味道。 ☕️拿铁的flight有南瓜口味/ 核桃/焦糖苹果/ 香蕉小豆蔻，算是秋天的季节限定，店里还有常驻的拿铁flight，但秋天就是要来点喝起来暖心暖胃的口味。背景里的墨西哥小妹妹很想和我坐同一个桌子，妈妈拉了半天劝不动，我说一起坐就好，于是意外获得了一个下午茶搭子另外附赠图三的可爱小狗，哦对可爱小妹妹和可爱修勾的照片都经过了妈妈和主人的许可～ 老板看起来是个大叔，但很温柔，因为我点的拿铁flight等的有点久，他实在过意不去，直接给我免单了～是很有人情味的小店了。 The Stockyard Coffeehouse：558 W 37th St, Chicago, IL 60609",5, #爱吃的夏天喵 #芝加哥 #芝加哥生活 #芝加哥美食 #芝加哥探店 #COTD咖啡探店 #值得一去的咖啡店 #咖啡店日常 #咖啡与生活,Stockyard,American,1,1,nan,2025-11-13,3996,158,168,13,芝加哥Stockyard Coffeehouse—街角咖啡屋 - 小红书,,,long,0.08483483483483484,False,0.03953953953953954,0.042042042042042045,0.0032532532532532532,Thursday,False,small,0.011904761904761904
Hybrid,0,1,491,2,1,"我吃了最火的Kasama 都没推荐. 但这家餐厅我要吹爆她 “Eat Fine Design By Khun Kung”！！看小红书好多人推荐，今天过来试试. 简直太太太符合我的口味了！真心好吃！我和室友都给他家打满分（要知道我俩很难达成意见). 随便闭着眼点，没有踩雷的. 我们隔壁桌两个外国情侣跟我们聊了一会，他们从这家开门就一直吃这家，现在生意越来越好. 1. Fire Cup Noodle (火杯面)-辣度3/5 (medium), 我俩可以吃辣觉得medium 不够辣，可以再辣一点. 那个rib 真的做的特别的嫩，入口即化，陪着面吃真的绝绝子！室友最最喜欢这个，有股basil 的味道. 2. 榴莲鸡肉咖喱-辣度2/5, 下次点4/5 的辣度. 第一口(有点奇怪)，第二口（适应中), 第三口(哇！胃口大开) 太太太香了. 我最喜欢的一道菜. 榴莲偏生，有点脆脆的，甜甜的，有股榴莲香味，不是很臭. 和平时生吃的榴莲口感不大一样. 3. 椰子🥥冰淇淋🍦- 假如你不点我就要生气尖叫了！ 太好吃了（尖叫), 我和室友觉得这是这辈子吃过最好吃的椰子冰淇淋了, 椰子味道超级浓郁，甜中带一点点咸(omg，好吃哭了). 给的料真的很足有：椰子冰淇淋，椰子果冻（两种不同的)，椰子肉，糯米 唯一吐槽点就是上菜慢，等了30分钟（店员小姐姐说泰式咖喱会快一些). 和室友达成共识，30分钟我们也觉得值，下周继续来. ",4,#芝加哥 #芝加哥美食 #芝加哥旅游 #芝加哥探店 #芝加哥生活 #芝加哥必吃 #芝加哥美食探店 #芝加哥美食推荐 #美国芝加哥,Eat Fine Design By Khun Kung,Thailand,2,1,nan,2024-04-07,679,673,987,32,谷歌评分4.9!芝加哥必吃！吹爆这家！ - 小红书,,,long,2.491899852724595,True,0.9911634756995582,1.4536082474226804,0.047128129602356406,Sunday,True,small,0.008146639511201629
Hybrid,1,0,358,3,1,"这家餐厅夏天刚开，小众但非常惊艳哦！谢谢把他推荐给我的漂亮学妹！一百多条Google review 都是5⭐️好评！我觉得是应得的！ 他们家灵感来源于1930年代的洛杉矶，整体菜系是美式+意大利菜！这之前是个bar，所以🍸应该很不错！最近刚加了dining，装修的很decent，很适合约会！菜品没有踩雷的，可以随便点！是我会再来打卡的店 🥢🥢🥢🥢推荐菜🥢🥢🥢🥢 1️⃣Fluke Tartare 淡淡的柚子和柑橘味！很清爽的生食 2️⃣Half Chicken 鸡肉无敌嫩，鸡皮烤的很脆！很惊喜！搭配他的酱很无敌👍🏻 3️⃣Tomato Risotto 番茄烩饭真滴好吃，必点！芝士味重！巨香👍🏻 4️⃣Cucumber Salad 非常爽口 配上一道菜刚刚好 有点中国拍黄瓜的味，里面小配料很多！有葵花籽和一些炸物，很有层次感 5️⃣Coconut Key Lime Pie 这个我超爱！很清爽的蛋糕！配芝士奶盖➕椰子脆片！椰子味+青柠真的好配！必点💗 6️⃣Oyster 听朋友说特别特别好吃！下次一定要点！ 📍 Oliver’s 1639 S Wabash Ave, Chicago, IL 60616 （他们强制20%小费，服务很好，我们5道菜也就俩个人人均70左右",18, #芝加哥 #探店 #芝加哥美食 #约会 #芝加哥意大利餐厅 #芝加哥生活 #finedining #宝藏餐厅分享 #留学美国,Oliver's,American,1,3,154.2/2,2024-10-05,3882,190,139,21,芝加哥不打卡会后悔的餐厅Oliver‘s - 小红书,77.1,high,medium,0.09015971148892324,False,0.04894384337970119,0.03580628541988665,0.005409582689335394,Saturday,True,large,0.05027932960893855
Guide,1,0,471,2,1,"如果你也是和牛控 一定要收藏这家位于southloop的和牛放题专门店！ 🥩 Wagyu All-You-Can-Eat 限时90分钟 -雪花分布超美的日本A5和牛 入口即化 肉香浓郁 -油脂细腻的澳洲和牛 厚切也完全不腻 -牛舌推荐点薄切款 嚼起来弹嫩有汁感 🧂酱料台丰富得像自助餐区 -光是辣口调味料就准备了韩式烤肉酱 四川干碟 辣椒油三种 重口味爱好者会疯狂加料 -还有日式芝麻酱 柚子醋酱 蒜蓉等基础调味料 适配各种肉类吃法 -可生食鸡蛋和各式蔬菜无限自取 -超推荐他家的咖喱饭🍛 咖喱香伴着牛肉超级下饭 🍲 不止烤肉 还有日式涮涮锅Shabu Shabu -特别适合想吃清淡点或者不想烤肉的朋友 -日本A5和牛和澳洲和牛切得更薄 方便涮烫 -汤底除了经典寿喜烧+生鸡蛋蘸酱 新增四川风味和牛辣锅 搭配黄喉毛肚等火锅配料 香麻过瘾 🍽️ 小吃也有惊喜 -每次必点wagyu tartare 牛肉塔塔鲜嫩细腻 搭配脆薯片口感丰富 -还有甜虾刺身 炙烧和牛寿司以及各种寿司小吃 -饭后别忘了来一球冰淇淋 有香草/巧克力/曲奇三种口味 吃到最后一口都超满足 💰加入Chubby Club Plus会员 每年只要$88即可 -畅享Chubby Group全美旗下品牌专属福利 -来这家和牛放题或者位于chinatown的烤肉放题chubby castle享会员价 吃个2-3次就能轻松回本！ 📍 1147 S Delano Ct East, Chicago 💵 三档套餐可选：$48/$68/$88（会员价）",11,#芝加哥 #留学生探店 #芝加哥美食 #宝藏餐厅分享 #肉食主义者 #饭团外卖,Wagyu House,Japanese,3,1,"48,68,88",2025-08-08,425,206,185,20,Wagyu House | 芝加哥最佳和牛放题 - 小红书,68.0,high,long,0.9670588235294117,True,0.48470588235294115,0.43529411764705883,0.047058823529411764,Friday,False,medium,0.02335456475583864
Hybrid,1,0,491,1,0,每次聚会想吃肉，这家都会上榜！我N刷的宝藏韩式烤肉店！ 💰非常适合学生党，是市区内性价比坠高的韩式烤肉～学麻了去干一顿肉非常满足😌 不去ktown的话，在芝加哥内如果想找一家✨氛围轻松、能吃肉吃到过瘾、性价比又很高的店，Iron Age就hin不错！是每次都会带着空空的肚子和满满的满足感离开的地方～ 音乐很带感，灯光也恰到好处。非常适合朋友聚会或者周末放松，人气超旺，而且不知道为啥就是嘎嘎乱出片😋而且本来我是i人，但这里的氛围感让我和朋友相处起来都变e人了🕒貌似从来没有限制过我们的点单时间！所以不用着急吃。不被催着吃自助餐谁懂啊！服务也蛮不错，四种蘸料我都很喜欢，他们也会积极及时添料。 一定要试试他们家的芝士玉米和鸡蛋羹搭配着肉一起吃，口感层次超级丰富。也比较喜欢他们的salad，加了韩式辣酱简单拌了一下，配肉非常解腻。 午餐💲20+，晚餐💲30+但有更多海鲜选择 🌟Iron Age 📍这家在芝加哥市区和周边都有很多分店，大家搜一下离自己近的就好，非常方便！我个人会更喜欢Milwaukee那家（感觉更有烟火气一点） 💡 小贴士 这家店有时候饭点大概率要排队。不想等太久的话，建议错开高峰。 我回芝加哥咯，继续抓粉丝一起探店咯还有想我探什么新店的，快在下面告诉我呀！,9,#芝加哥美食 #芝加哥烤肉 #芝加哥探店 #芝加哥生活 #笔记灵感 #芝加哥 #芝加哥玩乐 #留学美国 #韩式烤肉 #小红书校园日记,Iron Age,Korean,1,1,nan,2025-11-24,1287,51,26,19,芝加哥｜N刷食堂系·市区内的平价韩式烤肉🥩 - 小红书,,,long,0.07459207459207459,False,0.039627039627039624,0.020202020202020204,0.014763014763014764,Monday,False,medium,0.018329938900203666
Hybrid,0,0,319,1,1,"最近挖到芝加哥一家宝藏韩餐店🥹 店里是韩式小酒馆风的装修 氛围感直接拉满 一秒穿越到首尔街头的感觉～ 重点是他家菜品味道很正 盲点都不怕出错 - 1️⃣部队锅 冬天的芝加哥来份温暖的部队锅不要太治愈 暖心又暖胃～豆腐泡面香肠午餐肉泡菜..料多到要溢出来 味道很正宗 就是记得要及时关火 不然越煮越咸..！ - 2️⃣猪肉➕紫菜饭团🍙 这道菜我回家之后还在细细回味！ 猪肉甜辣入味 辣度也恰到好处 不是那么辣 和紫菜混在一起揉成饭团🍙淋上香油 香味直冲脑门 - 3️⃣猪肉串+牛肉串🍢 鲜嫩多汁 烤的火候很到位 锁住了肉里的水分 肉也很大块 咬一口超级满足 - 4️⃣芝士辣鸡🍗 好吃好吃好吃！芝士量很足 炸鸡很酥脆 炸鸡外壳酥脆 里面鸡肉很嫩且很多汁 炸鸡味道咸香 搭配上芝士🧀 每一口都像在犯罪但又欲罢不能～ - 📍Dancen 5114 N Lincoln Ave Chicago, IL Chicago 60615 ",6,#芝加哥#韩国料理#韩餐#芝加哥探店#芝加哥美食#美国留学生#芝加哥大学#芝加哥韩料#韩餐#美国留学,Dancen,Korean,1,1,nan,2025-01-17,3402,46,42,1,芝加哥不能错过的宝藏韩餐小酒馆🍲尊嘟好吃 - 小红书,,,medium,0.026161081716637273,False,0.01352145796590241,0.012345679012345678,0.00029394473838918284,Friday,False,small,0.018808777429467086
Hybrid,1,1,701,2,1,"因为知道和x pot是一个集团的，所以一直以为牛武士和x pot是差不多的东西，就没有去尝试。最近刚好馋烤肉了，想来想去决定来试试，才发现错过了太多🥩烤肉｜⭐️⭐️⭐️⭐️⭐️ 我们选的是gold tier，里面包含每人限一份的A5和牛和一些高级寿司。肉很新鲜，入口满嘴爆汁，幸福感爆棚。不限量的美国/澳洲和牛也非常新鲜，油脂分布丰富。质量对标其他日韩烤肉店比较高级的cut。我们试了所有的牛肉，没有一样让人失望。牛舌意外地好吃😋 🍣寿司｜⭐️⭐️⭐️⭐️ 生鱼寿司品类所有item也都试了。那几个gold专享都属于高浓度多巴胺，好吃得一匹。除了有一款鱼不太新鲜，其他的都挺不错。值得一提的是手握类米不多，还有的没米，挺惊喜的。作为自助没有大口给我塞米就透着大气。扣1星是因为寿司米拉垮。米很黏会粘在盘子上，一夹就会扯散。寿司醋量放得也不太够，米没什么味道 🍱小食｜⭐️⭐️⭐️⭐️✨ 芝士玉米、和牛饺子、石锅拌饭、茶碗蒸都挺不错，很值得一试。炸物差点意思可以不点。小笼包居然是油炸的？？有点雷 FAQ： 1. Gold还是silver？- 可以无脑选gold。gold能吃到的那些东西才是精华，而且价值绝对大于那$20的差价 2. 办不办会员？- 年费$28的会员可以每餐-$10。另外菜单上还有个会员专享的A5西冷手握，我觉得单为了这个我都愿意充会员。 ‼️总结：吃下来挺惊喜的。食材用料都挺实在，东西也好吃。没有AYCE常见的给很多碳水和上菜慢这种套路。整体有着早期x pot那种很值的感觉。我们5个人在90分钟的限时吃了85个item，肉至少吃了有30几份，对于能吃的人真的超值。服务也好，我们桌安娜小姐姐服务热情，需要什么基本立刻就能找到人并且得到回应，一两分钟需求就能被满足。唯一的缺点就是桌子太小，就餐体验有点逼仄。不过今后肯定会常来，这个性价比真的是没谁了。 📍Chubby Cattle BBQ | Chicago 2162 S Archer Ave, Chicago, IL 60616",15,#芝加哥 #芝加哥生活 #芝加哥美食 #芝加哥探店 #芝加哥玩乐 #芝加哥周边 #芝加哥旅游 #芝加哥美食探店 #探店 #美食,Chubby Cattle,Japanese,2,1,nan,2025-03-09,159,37,45,1,芝加哥探店｜和牛随便吃的幸福🤤 - 小红书,,,long,0.5220125786163522,False,0.23270440251572327,0.2830188679245283,0.006289308176100629,Sunday,True,large,0.021398002853067047
Hybrid,1,1,471,2,0,"地下美食街有争议的新店一碗花甲吃了，感觉还不错。但最最意想不到的是肉夹馍居然炒鸡好吃。 先说花甲粉，芝加哥这个地理位置，肯定没有新鲜花甲，就算有，也不会是这个价位的花甲粉里能放的。不过这一碗粉里已经放了满满的鱼豆腐+三只大虾，性价比已经很高了。汤汁的味道其实感觉不是很特别，有点像火锅底料的味道，但不难吃。 但素！ 肉夹馍真的超级无敌好吃，而且是在芝加哥如今一众邪门肉夹馍里一骑绝尘的那种，甚至让我有点梦回情店西安食代（只有老芝加哥人才懂）的感觉。肉是塞的满满当当的肥瘦兼有的猪肉丝，有星星点点的青椒，但没有喧宾夺主，肉夹馍的味道超正。不过虽然我也很喜欢酥皮的老潼关肉夹馍，还是很想梦一个传统的白吉馍至于新店试营业的9.9送一碗花甲粉+肉夹馍，只能说老板低估了芝加哥吃货的热情，可能真按这个执行会亏死，所以临时改成了9.9送花甲粉+一份凉菜或饮料，肉夹馍需要单点。虽然临时改活动内容不太好，但觉得也是真的刚开始做运营，才会发现理想和现实的差距，建议以后应该把活动改成“限量每天十份”。 再给肉夹馍打一次call，完全值得单点，是芝加哥的仙品～ 一碗花甲：2002 S Wentworth Ave, Chicago, IL60616 ",4,#爱吃的夏天喵 #芝加哥生活 #芝加哥探店 #芝加哥美食 #地球村食评人大赛 #我有一个中国胃 #美洲狂欢角 #走街串巷吃美食 #芝加哥 #平价美食,Spicy Boiled Fish&Noodle Story,Chinese,1,2,nan,2025-09-11,3996,108,74,14,芝加哥｜一碗花甲—居然肉夹馍超好吃 - 小红书,,,long,0.04904904904904905,False,0.02702702702702703,0.018518518518518517,0.0035035035035035035,Thursday,False,small,0.008492569002123142
Guide,1,1,450,1,0,Updated: 最近三四个月回去吃过两次 感觉没有一开始好了 但总体也还行 有点小可惜新开在chinatown的牛武士 silver55 gold75 55刀的选择肉/寿司选择都蛮丰富的 但我们想着第一次吃所以直接选了75那档的 之前吃过它家姐妹店三次 火锅/烤肉都试过 真的不太喜欢 但这家吃完之后和好友都觉得很不错 直接办了会员卡 绝对会回头烤肉图三右上的雪花和牛 那个全场最佳 很香牛油味 切得厚度也刚好合适 牛舌拼盘也推荐 是薄切和厚切都都有 我和朋友都喜欢吃厚的 口感很好而且蛮juicy的 可惜厚切没得单独点 其他牛肉吃起来都蛮好吃的 连猪五花叫了一份都觉得蛮香的 没有猪腥味 如果硬要挑一个避雷的话 有一个长条片状的牛肉 偏肥的那个可以不点（或者少点先试试 看喜不喜欢）因为那个会比较容易腻一点 店里有奶茶（茉香比较好喝） 罐装饮料和雪糕都无限拿的 当时在排队的时候看到很多人其实吃完都会打杯奶茶/雪糕带走 奶茶是那种学校小卖部门口便宜但好喝的粉冲奶茶的味道 （好喝的植脂末？？）我不知道有没有人懂这个点但那个味道我和我朋友们都挺爱的 之后也没太喝到过了 希望店家能保持这个水准 感觉有兴趣的小伙伴确实可以去试试看 值得一试的,5,#芝加哥 #芝加哥美食 #芝加哥生活 #芝加哥旅游 #芝加哥探店,Chubby Cattle,Japanese,3,1,nan,2025-01-05,116,381,385,34,芝加哥烤肉90mins无限吃55刀实现和牛自由 - 小红书,,,long,6.896551724137931,True,3.2844827586206895,3.3189655172413794,0.29310344827586204,Sunday,True,small,0.011111111111111112
Guide,1,0,296,2,0,"芝加哥west loop新开的日料Ryota, ins上刷到好多博主推广，mark了一个多月冲去吃了海鲜丼里的金枪鱼大腹，肥美又新鲜，海胆品质不错但没有到惊艳，饭有腌制过，整体调味也很不错。唯一的缺点是好贵，和刚开门相比，现在是market price，分量不大，我们去的那天要95刀全场最佳是蘸面，太好吃了我一个不爱拉面的人和朋友抢着吃。流心的温泉蛋，黏糊糊的粗面裹满了酱汁，chicken karage是属于面糊挂的多的，但也是好吃的。冲着拉面，这家店我一定会二刷。 前菜的kanpaci新鲜，好吃，用醋，橄榄油，一点点盐，轻微调味的。但也是有些小小偏贵，5片鱼，18刀 感觉是target白人的日料店，但胜在食材新鲜，调味恰到好处，拉面真的必点！现在刚开业，酒牌要到8月才能下来，还能byob，值得一去",4,#芝加哥美食 #芝加哥生活 #芝加哥日料 #芝加哥拉面 #日料 #海鲜丼 #日本料理,Ryota,Japanese,1,1,nan,2025-07-20,106,425,469,14,ins上芝加哥最火的海鲜丼饭 Ryota - 小红书,,,medium,8.566037735849056,True,4.009433962264151,4.4245283018867925,0.1320754716981132,Sunday,True,small,0.013513513513513514
Hybrid,1,0,227,3,1,"匠牛最近上了火锅，并且把之前的烤肉改成自助形式了。 现在烤肉/火锅是37刀，同时一起吃是40🔪，也太划算了！！
	
羊蝎子火锅有点微辣，吃着特别香、过瘾，暖身子！ 里面羊蝎子大块，份量多，还特别软嫩入味。这个锅里煮豆腐，羊肉温补的食材特别搭！
	
酸菜锅比较解腻，适合搭配牛肉和麻酱一起吃
	
烤肉还是以前的品质，肉质好，现在自助也不用等半天上菜了，挺好！ 冬天吃点烤五花喝点羊蝎子汤真是美滋滋～
	
我去的是中国城的那家-2300 S Archer Ave，旁边的停车场有两层 挺好停车的，还免费。 Downtown的那一家也有火锅！",6,#芝加哥 #芝加哥探店 #芝加哥中餐 #芝加哥大学 #芝加哥中国城 #团仔带你吃喝玩乐  #饭团外卖11周年 #圣诞节 #美国圣诞节 #芝加哥圣诞节,Jiang Niu BBQ House,Chinese,3,1,40,2025-12-24,1487,125,77,14,芝加哥圣诞节上新 羊蝎子-东北酸菜火锅双拼 - 小红书,40.0,medium,medium,0.1452589105581708,False,0.08406186953597848,0.05178211163416274,0.00941492938802959,Wednesday,False,small,0.02643171806167401
Hybrid,0,0,150,2,0,才知道芝加哥有了这样用心做的肉夹馍和手擀面 刷到店家po的手作视频太心动了 一碗花甲 就新开在Chinatown地下美食城！ 这份超酥肉夹馍很难不夸 吃完还带走一份 第二天微微平底锅一热 居然还是喷香 要知道他们家不只有招牌花甲粉！ 图二的手擀羊肉面和图三的鸡汤馄饨也真的超爱 反正我们吃辣星人就是kuku加油辣子 牛肉面吃到撑 真的很有中国味了！,8,#留子 #海外美食攻略 #团仔带你吃喝玩乐 #芝加哥美食 #芝加哥生活 #面食 #留子的命也是命,Spicy Boiled Fish&Noodle Story,Chinese,2,2,nan,2025-10-30,5120,276,229,19,芝加哥最好吃的肉夹馍出现了！还有手擀面🥹 - 小红书,,,short,0.10234375,False,0.05390625,0.0447265625,0.0037109375,Thursday,False,medium,0.05333333333333334
Hybrid,0,0,462,3,0,"半夜刷ins，看到刚刚开的舒芙蕾店 “Softbites” 馋死了！第二天赶紧安排上! 作为舒芙蕾爱好者必须要吃了. 地址：705 W Belden ave Chicago, Illinois他家菜单我放到了最后一页. 这应该是整个芝加哥第二家做舒芙蕾的了，第一家是downtown 的 Hanabusa cafe(我之前专门写过他家). 这家专门做舒芙蕾的，目前opening hour 是11-7pm 小伙伴们不要跑空了！他家11点开门，我就到了，好多的人，我之前排了5，6个人. 等了50分钟. 他家没桌子，只能带走吃！ 点了芋泥肉松和抹茶🍵. 店员推荐了卡仕达(custard)我木有点，小伙伴们可以试试. 舒芙蕾本身口感柔软细腻，非常的蓬松和轻盈. 不甜不腻. 感觉真的在吃云朵☁️！一个好的舒芙蕾不光口感要软绵绵的，还不能有蛋腥味！他家做到了✅！一人一个吃完绝对没有负担！ 我和室友一致觉得抹茶🍵> 芋泥肉松的. 芋泥味道有点淡，味道感觉不够丰富. 但是我觉得抹茶真的巨巨巨巨好吃！我不爱吃抹茶怕苦的人也觉得抹茶的非常好吃. 室友喜欢超级苦，觉得可已在苦一点. 但是这个抹茶🍵味道完全点在了我的味蕾上！我超级无敌喜欢！吃了抹茶想唱🎤🎵一首“征服”送给大家. ❌唯一雷点可能是，排队的人比较多，舒芙蕾都是现做的，所以会比较慢，需要耐心等待.",5,#芝加哥 #芝加哥美食 #芝加哥旅游 #芝加哥探店 #芝加哥生活 #芝加哥必吃 #芝加哥美食探店 #抹茶 #舒芙蕾 #舒芙蕾松饼,Softbites,,1,3,nan,2024-07-07,679,400,469,30,芝加哥新店! 吃了会幸福的云朵舒芙蕾👍🏻！ - 小红书,,,long,1.3240058910162003,True,0.5891016200294551,0.6907216494845361,0.044182621502209134,Sunday,True,small,0.010822510822510822
Hybrid,0,0,309,3,1,馋韩式大猪肘子好久了，终于和朋友们一起打卡了北郊的Jokbal Night Market。这家碾压dt的Tak和hmart取得芝加哥韩式猪肘的断层领先 味道好，性价比超高，八十几刀猪蹄双拼+土豆脊骨汤直接吃到四个人扶墙出，在现在的芝加哥属实可贵 推荐 原味猪肘 猪肘软糯，火候很到位，一点骚味都没有，吃多了也不会腻到，搭配的酱料很清爽，我心中的全场最佳！ 火辣猪蹄 甜辣口味很上头，猪蹄和猪肘都有，吃多了略微觉得有点小辣 土豆脊骨汤 第一次在芝加哥吃土豆脊骨汤还挺惊喜，软烂脱骨，紫苏味深得我心，吃完加点了一份泡菜炒饭放进锅里炒，本碳水脑袋大满足 泡菜饼 很脆很清爽，不油腻，泡菜口感偏酸，推荐！ 整顿饭吃下来超级满足，量真的巨大，四个人吃这些根本吃不完，建议大家人少的话点个套餐就够了,10,#芝加哥 #芝加哥美食推荐 #猪脚饭 #韩式猪蹄 #土豆脊骨汤 #韩餐,Jokbal Night Market,Korean,1,1,nan,2025-10-29,1229,266,311,21,芝加哥｜从韩国开来的超绝大猪肘 - 小红书,,,medium,0.48657445077298617,False,0.21643612693246542,0.2530512611879577,0.01708706265256306,Wednesday,False,medium,0.032362459546925564
Hybrid,0,0,107,2,0,"地址：1129 W Argyle St Chicago, IL 60640 这家Miss Saigon是真的宝藏餐厅 每次的Protein表现都超稳定 无论是最爱的Bun bo hue里的牛腱子肉和肉饼！ 还有猪排，牛仔骨饭都超好吃 他家的炒饭每次都是秒光盘！ 三款自制辣椒，很辣，但你一定不能错过～ 冬天吃得满头大汗很舒服～",8,#留学生干饭 #芝加哥越南粉 #芝加哥吃什么 #芝加哥吃喝玩乐 #芝加哥探店 #芝加哥吃喝,Miss Saigon Restaurant,Vietnam,1,1,nan,2025-02-01,1617,234,286,13,芝加哥这家pho！顺化牛肉粉！炒饭一绝！ - 小红书,,,short,0.32962275819418674,False,0.14471243042671614,0.17687074829931973,0.008039579468150896,Saturday,True,medium,0.07476635514018691
